record_id,train_number,train_name,origin_station_code,origin_station,destination_station_code,destination_station,journey_date,scheduled_departure,delay_minutes,train_status,delay_cause,passenger_count,occupancy_percent,platform_number,weather_condition,temperature_c,visibility_m,risk_score,risk_level,maintenance_flag,crowd_alert,anomaly_detected,eta_delay_minutes,recommended_action
145,14387,Shatabdi,GKP,Gorakhpur,ADI,Ahmedabad Junction,2026-07-16,04:30,0,On Time,No Delay,1022,100,5,Rain,36,2474,31,Low,0,1,0,0,Monitor
146,14110,Shatabdi,NGP,Nagpur Junction,BPL,Bhopal Junction,2026-06-28,02:45,0,On Time,No Delay,1602,53,12,Rain,28,8296,20,Low,0,1,1,0,Monitor
147,12664,Garib Rath,SBC,KSR Bengaluru City,VSKP,Visakhapatnam,2026-08-01,03:15,0,On Time,No Delay,1300,58,16,Clear,39,5931,24,Low,0,0,0,0,Monitor
148,12055,Vande Bharat,VSKP,Visakhapatnam,BBS,Bhubaneswar,2026-06-22,20:15,0,Completed,No Delay,1511,66,10,Heatwave,19,4789,21,Low,0,1,0,6,Monitor
149,12993,Vande Bharat,BCT,Mumbai Central,NGP,Nagpur Junction,2026-07-23,04:45,10,Delayed,Signal Failure,617,68,8,Rain,30,7591,24,Low,0,0,0,5,Monitor
150,13212,Shatabdi,CSTM,Mumbai CSMT,ADI,Ahmedabad Junction,2026-03-15,11:15,0,On Time,No Delay,792,77,5,Clear,26,2481,29,Low,0,0,0,0,Monitor
151,14688,Express,SDAH,Sealdah,VSKP,Visakhapatnam,2026-02-08,17:30,10,At Risk,Technical Fault,1721,93,12,Heatwave,44,7335,33,Low,0,1,0,9,Monitor
152,12667,Sampark Kranti,NDLS,New Delhi,LKO,Lucknow Charbagh,2026-02-17,00:30,60,Delayed,Signal Failure,1785,92,8,Clear,29,6622,50,Medium,0,1,1,62,Notify station control
153,13273,Intercity,LKO,Lucknow Charbagh,SDAH,Sealdah,2026-01-02,12:30,0,On Time,No Delay,1742,35,3,Rain,14,9923,13,Low,0,1,0,0,Monitor
154,14090,Intercity,PNBE,Patna Junction,NGP,Nagpur Junction,2026-03-18,10:45,0,On Time,No Delay,1441,84,5,Cloudy,22,1669,27,Low,1,0,0,0,Monitor
155,12990,Intercity,GKP,Gorakhpur,CSTM,Mumbai CSMT,2026-03-16,11:30,25,At Risk,Track Obstruction,1069,91,2,Clear,23,3177,36,Low,0,1,0,20,Monitor
156,12496,Garib Rath,MAS,Chennai Central,BPL,Bhopal Junction,2026-08-15,16:30,12,At Risk,Weather,866,89,14,Heavy Rain,22,8882,43,Medium,1,0,0,15,Notify station control
157,14522,Superfast,BCT,Mumbai Central,PNBE,Patna Junction,2026-08-12,12:15,0,On Time,No Delay,1355,72,17,Heavy Rain,14,1021,41,Medium,0,0,0,0,Notify station control
158,14492,Intercity,MAS,Chennai Central,BCT,Mumbai Central,2026-03-08,16:00,0,On Time,No Delay,1655,69,11,Clear,22,1576,26,Low,0,1,0,6,Monitor
159,14137,Garib Rath,BPL,Bhopal Junction,CSTM,Mumbai CSMT,2026-04-24,17:15,0,On Time,No Delay,196,67,10,Cloudy,37,4274,24,Low,1,0,1,6,Monitor
160,14004,Vande Bharat,SDAH,Sealdah,NDLS,New Delhi,2026-07-16,01:15,5,Delayed,Weather,1734,85,13,Storm,41,5338,39,Low,1,1,0,6,Monitor
161,12130,Jan Shatabdi,ADI,Ahmedabad Junction,CSTM,Mumbai CSMT,2026-07-22,04:15,0,On Time,No Delay,1118,82,4,Heatwave,30,2487,30,Low,0,0,0,7,Monitor
162,13051,Superfast,JP,Jaipur Junction,ADI,Ahmedabad Junction,2026-08-15,10:45,0,On Time,No Delay,332,74,7,Clear,18,9879,23,Low,0,0,0,0,Monitor
163,13199,Vande Bharat,HWH,Howrah Junction,GKP,Gorakhpur,2026-06-13,16:00,90,Delayed,Track Obstruction,365,88,2,Clear,20,5670,60,Medium,0,0,1,87,Notify station control
164,12504,Intercity,JP,Jaipur Junction,ADI,Ahmedabad Junction,2026-07-12,21:00,25,At Risk,Track Obstruction,466,95,4,Clear,14,1310,44,Medium,0,1,0,27,Notify station control
165,12810,Rajdhani,GKP,Gorakhpur,KOTA,Kota Junction,2026-07-16,00:45,0,Completed,No Delay,1502,68,11,Clear,17,999,25,Low,0,1,1,0,Monitor
166,13128,Duronto,NGP,Nagpur Junction,MAS,Chennai Central,2026-09-16,01:00,0,On Time,No Delay,484,78,2,Clear,33,4326,29,Low,0,0,1,4,Monitor
167,12454,Vande Bharat,ADI,Ahmedabad Junction,NGP,Nagpur Junction,2026-07-09,05:00,25,Delayed,Late Incoming Train,219,100,12,Cloudy,29,9221,45,Medium,0,1,0,35,Notify station control
168,12036,Rajdhani,LKO,Lucknow Charbagh,PUNE,Pune Junction,2026-07-12,05:15,120,At Risk,Crew Delay,506,74,4,Cloudy,21,4251,69,High,0,0,1,116,Reallocate platform and crew
169,13095,Superfast,PUNE,Pune Junction,KOTA,Kota Junction,2026-03-16,01:00,0,Completed,No Delay,1614,64,5,Clear,32,3384,27,Low,1,1,0,10,Monitor
170,14629,Rajdhani,BCT,Mumbai Central,ADI,Ahmedabad Junction,2026-03-19,22:15,5,Delayed,Crew Delay,447,91,11,Clear,36,3207,36,Low,0,1,0,10,Monitor
171,13110,Superfast,HWH,Howrah Junction,ALD,Prayagraj Junction,2026-09-23,19:30,60,At Risk,Congestion,798,57,14,Cloudy,39,8282,46,Medium,0,0,1,65,Notify station control
172,12549,Garib Rath,PUNE,Pune Junction,KOTA,Kota Junction,2026-04-21,18:00,35,At Risk,Signal Failure,1617,100,13,Clear,41,9597,42,Medium,1,1,0,35,Notify station control
173,13096,Shatabdi,BBS,Bhubaneswar,SDAH,Sealdah,2026-06-09,03:00,0,On Time,No Delay,523,50,11,Storm,28,486,30,Low,0,0,0,1,Monitor
174,14194,Intercity,BCT,Mumbai Central,NGP,Nagpur Junction,2026-03-15,02:00,0,Completed,No Delay,1189,46,13,Fog,25,639,30,Low,0,0,0,0,Monitor
175,13034,Shatabdi,JP,Jaipur Junction,NDLS,New Delhi,2026-07-06,01:00,0,On Time,No Delay,948,79,3,Clear,24,8209,30,Low,0,0,0,0,Monitor
176,12653,Jan Shatabdi,LKO,Lucknow Charbagh,SBC,KSR Bengaluru City,2026-06-01,13:00,30,At Risk,Weather,666,81,4,Rain,15,6737,40,Medium,0,0,0,40,Notify station control
177,12613,Rajdhani,JP,Jaipur Junction,PNBE,Patna Junction,2026-03-12,12:30,0,On Time,No Delay,347,68,13,Cloudy,29,8313,27,Low,0,0,1,3,Monitor
178,12134,Express,MAS,Chennai Central,BBS,Bhubaneswar,2026-09-02,12:45,25,Delayed,Weather,489,77,4,Fog,16,764,47,Medium,1,0,0,33,Notify station control
179,14531,Express,ALD,Prayagraj Junction,BBS,Bhubaneswar,2026-03-06,06:15,0,On Time,No Delay,1642,95,17,Clear,39,9663,33,Low,0,1,1,0,Monitor
180,14011,Intercity,SDAH,Sealdah,BCT,Mumbai Central,2026-09-13,17:30,0,On Time,No Delay,482,80,9,Fog,24,824,43,Medium,0,0,1,0,Notify station control
181,14102,Sampark Kranti,ADI,Ahmedabad Junction,ALD,Prayagraj Junction,2026-09-12,13:30,75,Delayed,Technical Fault,483,57,4,Clear,43,2030,51,Medium,0,0,1,73,Notify station control
182,14578,Express,BPL,Bhopal Junction,PNBE,Patna Junction,2026-05-12,00:30,0,On Time,No Delay,474,67,13,Clear,15,6784,23,Low,0,0,1,2,Monitor
183,12863,Shatabdi,JP,Jaipur Junction,LKO,Lucknow Charbagh,2026-04-27,13:45,0,Completed,No Delay,795,92,11,Clear,22,7128,32,Low,0,1,1,0,Monitor
184,12166,Duronto,PNBE,Patna Junction,CNB,Kanpur Central,2026-04-27,01:15,0,On Time,No Delay,1006,73,5,Rain,38,8889,27,Low,0,0,0,0,Monitor
185,12147,Vande Bharat,BCT,Mumbai Central,BBS,Bhubaneswar,2026-09-12,11:15,0,On Time,No Delay,1214,48,1,Fog,21,461,32,Low,0,0,1,9,Monitor
186,12904,Intercity,ADI,Ahmedabad Junction,CSTM,Mumbai CSMT,2026-07-17,00:00,0,On Time,No Delay,1777,96,7,Fog,41,306,45,Medium,0,1,0,2,Notify station control
187,12577,Rajdhani,BBS,Bhubaneswar,SDAH,Sealdah,2026-04-15,09:45,0,On Time,No Delay,805,70,9,Cloudy,27,6468,29,Low,0,0,0,6,Monitor
188,12066,Superfast,GKP,Gorakhpur,HWH,Howrah Junction,2026-05-07,04:15,35,Delayed,Track Obstruction,1166,53,3,Clear,24,4829,36,Low,0,0,0,40,Monitor
189,13088,Duronto,BCT,Mumbai Central,NGP,Nagpur Junction,2026-09-10,05:15,120,At Risk,Weather,1037,55,7,Storm,24,3943,80,High,0,0,1,130,Reallocate platform and crew
190,14217,Garib Rath,JP,Jaipur Junction,HWH,Howrah Junction,2026-06-09,18:30,18,At Risk,Congestion,1520,89,3,Heatwave,21,6120,34,Low,0,1,0,22,Monitor
191,14207,Sampark Kranti,VSKP,Visakhapatnam,HWH,Howrah Junction,2026-06-14,18:45,10,Delayed,Crew Delay,1204,92,17,Cloudy,23,7068,30,Low,0,1,0,9,Monitor
192,12511,Express,SDAH,Sealdah,CNB,Kanpur Central,2026-08-26,02:15,0,On Time,No Delay,821,91,2,Storm,14,7706,41,Medium,0,1,0,1,Notify station control
193,14052,Intercity,KOTA,Kota Junction,NGP,Nagpur Junction,2026-04-08,22:30,0,Completed,No Delay,257,52,1,Clear,42,5579,23,Low,0,0,0,1,Monitor
194,12350,Jan Shatabdi,JP,Jaipur Junction,SDAH,Sealdah,2026-06-16,11:15,18,Delayed,Signal Failure,790,70,10,Clear,28,8824,33,Low,0,0,0,23,Monitor
195,12030,Vande Bharat,MAS,Chennai Central,NGP,Nagpur Junction,2026-02-21,00:00,15,At Risk,Signal Failure,1387,68,2,Clear,26,4490,33,Low,1,0,0,11,Monitor
196,14149,Shatabdi,HWH,Howrah Junction,VSKP,Visakhapatnam,2026-05-20,19:15,120,Delayed,Crew Delay,1603,75,1,Rain,23,7195,73,High,1,1,1,118,Reallocate platform and crew
197,14393,Sampark Kranti,NGP,Nagpur Junction,HWH,Howrah Junction,2026-03-02,17:45,0,On Time,No Delay,397,55,9,Clear,40,8871,19,Low,0,0,0,6,Monitor
198,13031,Rajdhani,SBC,KSR Bengaluru City,PNBE,Patna Junction,2026-04-15,09:30,0,On Time,No Delay,406,76,16,Clear,18,1775,30,Low,0,0,0,0,Monitor
199,12323,Rajdhani,VSKP,Visakhapatnam,BCT,Mumbai Central,2026-08-20,08:00,45,At Risk,Weather,1052,75,2,Heavy Rain,14,2567,57,Medium,0,0,0,45,Notify station control
200,12515,Intercity,CNB,Kanpur Central,LKO,Lucknow Charbagh,2026-01-28,05:00,0,On Time,No Delay,969,69,16,Cloudy,39,7209,27,Low,0,0,0,0,Monitor
201,14273,Express,NGP,Nagpur Junction,KOTA,Kota Junction,2026-02-09,20:30,0,On Time,No Delay,914,53,5,Clear,29,8297,18,Low,0,0,0,8,Monitor
202,14593,Sampark Kranti,NDLS,New Delhi,ALD,Prayagraj Junction,2026-07-05,17:00,0,On Time,No Delay,872,56,17,Storm,30,1860,33,Low,0,0,0,2,Monitor
203,14361,Express,NDLS,New Delhi,SBC,KSR Bengaluru City,2026-02-15,14:45,10,At Risk,Congestion,673,70,17,Rain,21,9319,31,Low,0,0,0,17,Monitor
204,14141,Shatabdi,CSTM,Mumbai CSMT,PNBE,Patna Junction,2026-09-18,06:45,0,Completed,No Delay,216,86,4,Rain,26,7055,25,Low,0,0,0,0,Monitor
205,12129,Express,LKO,Lucknow Charbagh,BPL,Bhopal Junction,2026-06-27,20:30,0,On Time,No Delay,1408,54,15,Rain,17,1896,24,Low,0,0,0,2,Monitor
206,13190,Shatabdi,ALD,Prayagraj Junction,PNBE,Patna Junction,2026-07-07,14:15,0,On Time,No Delay,467,79,14,Clear,17,4466,29,Low,0,0,0,1,Monitor
207,14006,Sampark Kranti,LKO,Lucknow Charbagh,HWH,Howrah Junction,2026-08-17,05:15,0,On Time,No Delay,1116,55,5,Heatwave,44,8472,17,Low,1,0,1,0,Monitor
208,13285,Sampark Kranti,SDAH,Sealdah,HWH,Howrah Junction,2026-03-14,19:30,40,Delayed,Platform Change,1037,44,8,Cloudy,22,6818,32,Low,0,0,0,44,Monitor
209,14481,Vande Bharat,ALD,Prayagraj Junction,LKO,Lucknow Charbagh,2026-09-16,18:45,0,On Time,No Delay,775,62,5,Cloudy,36,3213,24,Low,0,0,0,5,Monitor
210,14002,Jan Shatabdi,ALD,Prayagraj Junction,JP,Jaipur Junction,2026-03-27,01:30,0,On Time,No Delay,288,44,2,Clear,20,4674,21,Low,0,0,0,0,Monitor
211,12146,Express,SBC,KSR Bengaluru City,GKP,Gorakhpur,2026-07-14,21:30,0,On Time,No Delay,1694,66,18,Fog,26,323,37,Low,0,1,1,4,Monitor
212,12096,Garib Rath,ALD,Prayagraj Junction,BCT,Mumbai Central,2026-04-10,14:15,0,On Time,No Delay,1087,71,8,Fog,43,728,40,Medium,1,0,0,6,Notify station control
213,12595,Jan Shatabdi,CSTM,Mumbai CSMT,SBC,KSR Bengaluru City,2026-06-20,01:30,0,On Time,No Delay,751,68,9,Clear,14,5715,25,Low,0,0,0,0,Monitor
214,14446,Shatabdi,BBS,Bhubaneswar,KOTA,Kota Junction,2026-06-08,06:30,40,At Risk,Technical Fault,1246,73,3,Cloudy,39,8576,38,Low,1,0,0,48,Monitor
215,12928,Sampark Kranti,LKO,Lucknow Charbagh,BPL,Bhopal Junction,2026-07-09,17:30,5,Delayed,Congestion,1092,77,8,Clear,44,953,31,Low,0,0,0,10,Monitor
216,13166,Jan Shatabdi,NDLS,New Delhi,ALD,Prayagraj Junction,2026-04-28,21:45,8,Delayed,Crew Delay,836,97,17,Clear,16,1872,32,Low,0,1,0,3,Monitor
217,14490,Intercity,HWH,Howrah Junction,PUNE,Pune Junction,2026-05-14,12:45,10,Delayed,Technical Fault,228,62,3,Rain,16,1189,24,Low,0,0,0,13,Monitor
218,13003,Intercity,BPL,Bhopal Junction,VSKP,Visakhapatnam,2026-02-10,14:45,5,Delayed,Track Obstruction,1728,79,2,Cloudy,36,1489,28,Low,0,1,0,3,Monitor
219,14221,Jan Shatabdi,BPL,Bhopal Junction,NDLS,New Delhi,2026-01-19,19:45,0,On Time,No Delay,1297,70,10,Rain,35,6413,21,Low,0,0,0,0,Monitor
220,12240,Vande Bharat,ALD,Prayagraj Junction,GKP,Gorakhpur,2026-03-22,18:00,45,At Risk,Late Incoming Train,471,96,6,Clear,19,3917,50,Medium,0,1,0,48,Notify station control
221,14410,Garib Rath,ALD,Prayagraj Junction,VSKP,Visakhapatnam,2026-08-15,10:30,30,Delayed,Maintenance Work,857,62,8,Clear,17,4971,36,Low,0,0,0,27,Monitor
222,14573,Superfast,GKP,Gorakhpur,SDAH,Sealdah,2026-06-16,14:45,75,At Risk,Congestion,684,93,8,Clear,36,7445,57,Medium,0,1,1,81,Notify station control
223,14271,Shatabdi,CNB,Kanpur Central,JP,Jaipur Junction,2026-09-21,00:45,0,On Time,No Delay,754,81,18,Cloudy,20,4612,30,Low,0,0,0,0,Monitor
224,12171,Garib Rath,GKP,Gorakhpur,SBC,KSR Bengaluru City,2026-08-17,16:00,120,Delayed,Technical Fault,929,69,13,Rain,21,9960,72,High,0,0,1,124,Reallocate platform and crew
225,14302,Vande Bharat,BPL,Bhopal Junction,CNB,Kanpur Central,2026-04-03,08:30,18,At Risk,Technical Fault,1093,86,5,Rain,37,8221,35,Low,0,0,1,14,Monitor
226,12667,Superfast,PUNE,Pune Junction,BCT,Mumbai Central,2026-07-21,12:30,0,On Time,No Delay,275,92,2,Heatwave,34,5609,27,Low,0,1,0,3,Monitor
227,14333,Intercity,GKP,Gorakhpur,CSTM,Mumbai CSMT,2026-08-06,07:00,0,Completed,No Delay,1011,57,16,Clear,39,8198,23,Low,1,0,0,0,Monitor
228,12620,Duronto,PNBE,Patna Junction,ADI,Ahmedabad Junction,2026-08-07,18:15,0,On Time,No Delay,422,100,8,Cloudy,27,5710,35,Low,0,1,1,0,Monitor
229,12706,Duronto,NGP,Nagpur Junction,NDLS,New Delhi,2026-05-03,06:45,18,Delayed,Late Incoming Train,260,82,6,Clear,22,3249,35,Low,1,0,0,25,Monitor
230,14222,Vande Bharat,KOTA,Kota Junction,BBS,Bhubaneswar,2026-04-13,12:15,15,At Risk,Weather,1456,70,17,Heavy Rain,22,3047,45,Medium,0,0,0,20,Notify station control
231,12667,Jan Shatabdi,HWH,Howrah Junction,NDLS,New Delhi,2026-07-17,13:30,15,Delayed,Technical Fault,1154,92,18,Cloudy,30,2225,33,Low,0,1,0,25,Monitor
232,14030,Express,BCT,Mumbai Central,ALD,Prayagraj Junction,2026-05-20,17:45,60,At Risk,Track Obstruction,1051,64,5,Clear,22,8117,49,Medium,0,0,1,62,Notify station control
233,12091,Rajdhani,ADI,Ahmedabad Junction,SBC,KSR Bengaluru City,2026-05-28,17:45,12,Delayed,Platform Change,1520,83,14,Cloudy,25,2046,30,Low,1,1,0,20,Monitor
234,14636,Intercity,GKP,Gorakhpur,CNB,Kanpur Central,2026-05-19,11:45,75,At Risk,Late Incoming Train,1168,100,6,Cloudy,25,9460,62,Medium,0,1,1,85,Notify station control
235,12758,Duronto,SDAH,Sealdah,HWH,Howrah Junction,2026-08-20,13:00,0,On Time,No Delay,1789,65,2,Cloudy,19,6675,26,Low,0,1,0,0,Monitor
236,12748,Shatabdi,CSTM,Mumbai CSMT,JP,Jaipur Junction,2026-08-01,06:30,60,Delayed,Platform Change,1437,92,17,Heatwave,23,1241,56,Medium,0,1,1,60,Notify station control
237,14666,Jan Shatabdi,SBC,KSR Bengaluru City,BCT,Mumbai Central,2026-09-01,23:00,18,Delayed,Congestion,669,53,3,Rain,22,6844,27,Low,0,0,0,25,Monitor
238,12993,Jan Shatabdi,CSTM,Mumbai CSMT,GKP,Gorakhpur,2026-05-06,13:00,0,Completed,No Delay,746,42,8,Clear,33,3487,18,Low,1,0,0,7,Monitor
239,14338,Superfast,ALD,Prayagraj Junction,CSTM,Mumbai CSMT,2026-08-22,14:00,0,Completed,No Delay,707,95,9,Heavy Rain,36,7554,43,Medium,0,1,0,10,Notify station control
240,12809,Intercity,BBS,Bhubaneswar,HWH,Howrah Junction,2026-05-03,12:30,25,Delayed,Crew Delay,826,56,14,Rain,44,6085,32,Low,0,0,0,20,Monitor
241,12561,Superfast,CSTM,Mumbai CSMT,GKP,Gorakhpur,2026-04-07,07:30,0,On Time,No Delay,731,86,7,Heatwave,29,3571,27,Low,0,0,0,2,Monitor
242,12311,Express,SDAH,Sealdah,HWH,Howrah Junction,2026-09-09,12:15,8,Delayed,Weather,1451,98,11,Fog,29,668,51,Medium,0,1,0,11,Notify station control
243,12168,Intercity,GKP,Gorakhpur,SDAH,Sealdah,2026-04-13,18:00,8,Delayed,Platform Change,1585,78,4,Cloudy,36,8790,30,Low,0,1,0,13,Monitor
244,14634,Duronto,LKO,Lucknow Charbagh,BPL,Bhopal Junction,2026-07-09,14:15,25,Delayed,Congestion,929,59,6,Clear,29,7245,29,Low,0,0,0,33,Monitor
245,14588,Vande Bharat,GKP,Gorakhpur,SDAH,Sealdah,2026-09-18,23:30,30,At Risk,Weather,1065,82,5,Heavy Rain,29,459,49,Medium,0,0,0,38,Notify station control
246,12872,Sampark Kranti,BBS,Bhubaneswar,JP,Jaipur Junction,2026-05-12,11:30,0,On Time,No Delay,514,68,2,Clear,20,4466,25,Low,0,0,0,0,Monitor
247,14016,Superfast,CNB,Kanpur Central,NDLS,New Delhi,2026-05-15,20:15,20,At Risk,Late Incoming Train,537,88,11,Cloudy,35,8663,37,Low,0,0,1,29,Monitor
248,14081,Sampark Kranti,MAS,Chennai Central,CNB,Kanpur Central,2026-05-15,11:45,10,Delayed,Congestion,647,74,11,Clear,24,5073,32,Low,1,0,1,13,Monitor
249,12503,Duronto,NGP,Nagpur Junction,MAS,Chennai Central,2026-09-25,02:00,30,At Risk,Track Obstruction,611,79,3,Heatwave,43,8052,40,Medium,0,0,1,26,Notify station control
250,12284,Intercity,ADI,Ahmedabad Junction,SDAH,Sealdah,2026-06-28,10:45,0,On Time,No Delay,761,82,15,Clear,34,2371,25,Low,0,0,0,0,Monitor
251,12871,Express,VSKP,Visakhapatnam,GKP,Gorakhpur,2026-02-15,09:30,0,On Time,No Delay,1284,84,14,Heatwave,30,9045,27,Low,0,0,0,6,Monitor
252,12439,Rajdhani,NGP,Nagpur Junction,ADI,Ahmedabad Junction,2026-05-01,13:30,0,On Time,No Delay,459,94,12,Fog,23,560,44,Medium,0,1,1,0,Notify station control
253,12071,Superfast,KOTA,Kota Junction,PUNE,Pune Junction,2026-04-17,19:30,0,On Time,No Delay,1075,68,13,Fog,40,467,34,Low,0,0,1,3,Monitor
254,12853,Vande Bharat,JP,Jaipur Junction,GKP,Gorakhpur,2026-01-05,01:00,18,At Risk,Track Obstruction,1484,81,15,Clear,33,7718,33,Low,0,0,0,28,Monitor
255,12935,Duronto,MAS,Chennai Central,HWH,Howrah Junction,2026-02-27,04:00,5,At Risk,Technical Fault,210,62,10,Clear,39,8465,24,Low,0,0,0,14,Monitor
256,12270,Express,ADI,Ahmedabad Junction,NGP,Nagpur Junction,2026-04-24,01:15,0,On Time,No Delay,692,76,13,Heatwave,40,506,23,Low,0,0,1,2,Monitor
257,14386,Vande Bharat,VSKP,Visakhapatnam,HWH,Howrah Junction,2026-06-02,21:15,35,Delayed,Technical Fault,1468,72,18,Heatwave,30,2301,37,Low,0,0,0,45,Monitor
258,14042,Rajdhani,HWH,Howrah Junction,ADI,Ahmedabad Junction,2026-03-12,02:15,0,On Time,No Delay,425,51,13,Clear,39,4282,16,Low,1,0,1,0,Monitor
259,12288,Sampark Kranti,MAS,Chennai Central,PNBE,Patna Junction,2026-04-11,17:30,0,On Time,No Delay,1735,72,5,Storm,36,9087,41,Medium,0,1,1,0,Notify station control
260,12089,Intercity,VSKP,Visakhapatnam,SBC,KSR Bengaluru City,2026-04-19,05:30,0,On Time,No Delay,260,72,16,Clear,36,7468,27,Low,1,0,1,4,Monitor
261,12877,Jan Shatabdi,LKO,Lucknow Charbagh,BBS,Bhubaneswar,2026-06-25,19:15,0,On Time,No Delay,1100,72,12,Cloudy,28,311,29,Low,0,0,0,7,Monitor
262,14450,Vande Bharat,LKO,Lucknow Charbagh,CSTM,Mumbai CSMT,2026-02-17,21:00,120,Delayed,Technical Fault,1435,87,10,Rain,24,7014,76,High,0,0,1,125,Reallocate platform and crew
263,12505,Vande Bharat,BCT,Mumbai Central,MAS,Chennai Central,2026-02-01,06:45,0,On Time,No Delay,245,50,16,Clear,30,9971,18,Low,0,0,0,0,Monitor
264,12147,Jan Shatabdi,CSTM,Mumbai CSMT,BBS,Bhubaneswar,2026-02-07,16:00,75,At Risk,Weather,1443,63,9,Fog,30,121,66,High,0,0,1,72,Reallocate platform and crew
265,14450,Vande Bharat,HWH,Howrah Junction,ADI,Ahmedabad Junction,2026-02-06,05:45,0,On Time,No Delay,1347,69,18,Rain,27,2028,28,Low,0,0,1,6,Monitor
266,12569,Sampark Kranti,PNBE,Patna Junction,LKO,Lucknow Charbagh,2026-09-07,12:30,45,Delayed,Late Incoming Train,844,69,12,Heatwave,27,7354,45,Medium,1,0,0,50,Notify station control
267,14151,Rajdhani,CNB,Kanpur Central,BBS,Bhubaneswar,2026-09-17,17:15,35,At Risk,Late Incoming Train,456,88,10,Cloudy,21,3819,46,Medium,0,0,0,40,Notify station control
268,14146,Duronto,HWH,Howrah Junction,BCT,Mumbai Central,2026-04-24,02:30,0,On Time,No Delay,1372,75,8,Clear,21,4498,30,Low,0,0,1,4,Monitor
269,14289,Sampark Kranti,BBS,Bhubaneswar,MAS,Chennai Central,2026-07-28,03:15,12,At Risk,Weather,256,73,3,Cloudy,38,1216,33,Low,0,0,1,17,Monitor
270,13207,Garib Rath,KOTA,Kota Junction,NDLS,New Delhi,2026-09-03,07:45,40,Delayed,Technical Fault,849,56,17,Cloudy,36,3917,34,Low,1,0,1,36,Monitor
271,12417,Superfast,JP,Jaipur Junction,NGP,Nagpur Junction,2026-09-07,15:45,0,On Time,No Delay,280,64,13,Cloudy,30,7418,27,Low,0,0,1,0,Monitor
272,14479,Jan Shatabdi,GKP,Gorakhpur,SBC,KSR Bengaluru City,2026-06-12,06:30,0,On Time,No Delay,1770,72,14,Clear,24,9737,22,Low,0,1,1,0,Monitor
273,12922,Superfast,CNB,Kanpur Central,NDLS,New Delhi,2026-03-28,09:00,90,Delayed,Maintenance Work,271,85,12,Cloudy,18,1705,59,Medium,0,0,1,86,Notify station control
274,12958,Express,LKO,Lucknow Charbagh,HWH,Howrah Junction,2026-03-23,22:00,0,On Time,No Delay,1281,70,7,Clear,20,9252,26,Low,1,0,1,3,Monitor
275,14306,Garib Rath,BPL,Bhopal Junction,KOTA,Kota Junction,2026-02-01,09:45,0,On Time,No Delay,1796,72,15,Clear,34,436,22,Low,0,1,0,7,Monitor
276,14391,Shatabdi,PUNE,Pune Junction,NGP,Nagpur Junction,2026-01-02,07:30,999,Cancelled,Weather,360,64,6,Fog,20,592,100,Critical,1,0,1,999,Escalate to operations command
277,13296,Duronto,LKO,Lucknow Charbagh,PNBE,Patna Junction,2026-09-09,07:15,0,On Time,No Delay,907,68,17,Rain,22,1315,26,Low,0,0,0,3,Monitor
278,12412,Intercity,LKO,Lucknow Charbagh,NGP,Nagpur Junction,2026-09-22,06:15,25,Delayed,Technical Fault,1053,68,10,Clear,43,5695,34,Low,0,0,0,24,Monitor
279,12456,Duronto,JP,Jaipur Junction,ALD,Prayagraj Junction,2026-07-10,14:30,18,Delayed,Late Incoming Train,1271,83,11,Clear,40,2684,38,Low,0,0,1,13,Monitor
280,12317,Duronto,SDAH,Sealdah,PUNE,Pune Junction,2026-04-22,00:30,0,On Time,No Delay,1443,73,9,Storm,33,9590,39,Low,1,0,0,2,Monitor
281,12465,Sampark Kranti,CSTM,Mumbai CSMT,PNBE,Patna Junction,2026-04-24,21:15,45,Delayed,Platform Change,1186,67,8,Clear,15,6994,44,Medium,0,0,1,40,Notify station control
282,12557,Sampark Kranti,SBC,KSR Bengaluru City,CSTM,Mumbai CSMT,2026-09-17,20:00,40,Delayed,Weather,1055,77,13,Fog,38,122,55,Medium,0,0,1,47,Notify station control
283,14159,Rajdhani,PNBE,Patna Junction,HWH,Howrah Junction,2026-08-06,13:30,25,At Risk,Platform Change,1685,90,2,Cloudy,20,5070,39,Low,0,1,0,32,Monitor
284,14319,Express,KOTA,Kota Junction,BCT,Mumbai Central,2026-07-11,14:00,90,At Risk,Late Incoming Train,411,79,6,Clear,38,9891,63,Medium,0,0,1,89,Notify station control
285,14592,Vande Bharat,MAS,Chennai Central,BBS,Bhubaneswar,2026-09-20,05:45,999,Cancelled,Technical Fault,1651,75,15,Clear,34,6246,100,Critical,1,1,1,999,Escalate to operations command
286,12199,Duronto,ALD,Prayagraj Junction,BPL,Bhopal Junction,2026-05-24,14:30,0,Completed,No Delay,1530,69,5,Cloudy,19,2669,22,Low,0,1,0,0,Monitor
287,12426,Rajdhani,MAS,Chennai Central,HWH,Howrah Junction,2026-08-03,19:00,30,Delayed,Maintenance Work,1201,74,16,Clear,21,3853,39,Low,1,0,1,40,Monitor
288,12880,Jan Shatabdi,PUNE,Pune Junction,GKP,Gorakhpur,2026-02-02,03:45,20,At Risk,Technical Fault,292,75,12,Clear,15,2681,38,Low,0,0,0,16,Monitor
289,12979,Sampark Kranti,MAS,Chennai Central,SBC,KSR Bengaluru City,2026-05-16,04:00,18,Delayed,Weather,253,86,12,Storm,42,6508,51,Medium,0,0,0,15,Notify station control
